AEZ_NAME,week_start,sm_surface,VV,VH,NDVI,LST,Rainfall_7d,Rainfall_7d_lag,ET,LAI,NDWI,NDMI,Temp_7d,Temp_7d_lagged,landcover,elevation,slope
Lower Purnabhaba Floodplain,2022-01-15,0.16927752,-12.301279035816211,-19.27729346620981,0.2585,20.090000000000032,0.0,15.77348804473877,11.8,0.2,0.25523856,0.39584503,16.513092295328818,18.629018583751872,40,21,2.117609
Active Brahmaputra-Jamuna Floodplain,2022-01-15,0.10546798,-8.353654052819081,-16.55828681083898,0.3791,20.890000000000043,4.088537693023682,4.37101936340332,8.5,0.6000000000000001,0.22070977,0.48844102,17.503373173304965,19.31056620279952,40,18,2.044861
Young Brahmaputra and Jamuna Floodplains,2022-01-15,0.21268332,-5.678312852322767,-13.810328415328492,0.4883,20.610000000000014,4.459830284118652,4.2583513259887695,9.5,0.5,0.20096852,0.48725638,17.62496683029906,19.8523840041388,10,24,1.0177696
Old Brahmaputra Floodplain,2022-01-15,0.17617884,-11.85132778663576,-19.777769021445444,0.3701,21.950000000000045,0.0,0.0,6.300000000000001,0.3,0.057997283,0.23284055,17.713822392054965,19.83837498256139,40,14,3.8419693
Active Ganges Floodplain,2022-01-15,0.22739825,-16.793007917977594,-25.62304535950038,0.0367,19.53000000000003,6.473819732666016,6.494087219238281,10.0,0.2,0.1065033,0.27400976,17.273869360060928,19.53164135160904,80,10,5.383606
High Ganges River Floodplain,2022-01-15,0.20157056,-9.433005486908732,-17.338603405374105,0.4576,21.410000000000025,6.477929592132568,6.165030002593994,9.7,0.6000000000000001,0.10639441,0.37679705,17.014592016310928,19.32019231887091,40,12,2.11251
Low Ganges River Floodplain,2022-01-15,0.2801675,-5.855570686835772,-14.444550298752937,0.5919,21.57000000000005,0.0,2.673581123352051,9.8,0.6000000000000001,0.19890843,0.5039939,17.5964605058943,19.72922087169832,40,9,2.0225782
Ganges Tidal Floodplain,2022-01-15,0.32102725,-6.908582553224996,-14.73242138928128,0.4036,23.250000000000057,0.0,0.0,8.3,0.7000000000000001,-0.012190167,0.23275863,17.960857827322855,20.11795087541856,40,4,2.2087178
Gopalganj-Khulna Bils,2022-01-15,0.4228121,-7.916693441473861,-15.46137100041146,0.5922000000000001,22.49000000000001,0.0,3.015875101089477,9.6,0.7000000000000001,0.2031616,0.482684,17.60250589279906,19.852895536876872,40,6,0.92740995
Arial Bil,2022-01-15,0.1881123,-9.370776482561098,-16.938296115988752,0.6139,22.83000000000004,0.0,2.362086772918701,10.7,0.6000000000000001,0.2969583,0.61247563,18.11520120529906,19.94412275041856,40,6,2.2252872
Middle Meghna River Floodplain,2022-01-15,0.22876282,-9.475073453610529,-16.71527265567677,0.6371,24.29000000000002,4.212721347808838,4.726471900939941,9.3,0.6000000000000001,0.14698163,0.42298925,18.02169534592406,19.91712777274,40,6,2.95851
Lower Meghna River Floodplain,2022-01-15,0.25023738,-7.0104900067820335,-14.916286362836416,0.7916000000000001,21.410000000000025,0.0,0.0,9.5,7.300000000000001,0.24710895,0.57071674,18.512162235804965,20.316902233305427,10,10,2.110285
Old Meghna Estuarine Floodplain,2022-01-15,0.24887063,-6.521007898862393,-13.92558257475314,0.6663,20.910000000000025,0.0,4.754539489746094,11.3,1.1,0.20375195,0.5202369,18.133151354108577,19.90493236723404,10,12,0.92740995
Sylhet Basin,2022-01-15,0.2209187,-9.888679582070992,-18.255077490497836,0.6425000000000001,22.19000000000005,4.193875789642334,0.0,9.6,1.0,0.22803602,0.53467155,18.343089040120446,20.03781462169832,90,8,1.8543341
Northern and Eastern Piedmont Plains,2022-01-15,0.21532091,-10.189096331999592,-18.05445288287544,0.5253,22.31,0.0,5.355625152587891,7.800000000000001,0.6000000000000001,0.19788639,0.47207794,18.016219620477614,19.78528020949591,40,6,1.0212765
Chittagong Coastal Plain,2022-01-15,0.16330697,-8.33312221155855,-14.300304770899825,0.6734,23.69000000000005,0.0,0.0,14.2,1.7000000000000002,0.12679045,0.45032436,19.67113265991213,21.29195338657928,10,9,2.003672
High Barind Tract,2022-01-15,0.17523716,-8.88311249730657,-16.709084488617513,0.4224,20.63000000000005,4.660097122192383,0.0,11.8,0.5,0.2797635,0.53612906,16.792400796072855,18.84804760160904,40,27,4.800704
North-Eastern Barind Tract,2022-01-15,0.09360482,-7.358768700949214,-16.200415787713208,0.5166000000000001,19.03000000000003,0.0,9.885946273803713,8.9,0.8,0.075445265,0.30500242,17.0420171465193,18.71603727794832,40,28,0.92740995
Madhupur Tract,2022-01-15,0.2219454,-7.594274940647725,-15.240733193800228,0.6304000000000001,16.29000000000002,6.554001808166504,0.0,7.9,0.8,0.18460648,0.5367868,17.61700319562641,19.85646464029952,10,19,1.8543341
Akhaura Terrace,2022-01-15,0.19920872,-8.134812063882686,-15.09799749398287,0.6096,22.390000000000043,5.022384166717529,4.650981903076172,11.3,1.0,0.2150924,0.56031644,17.916947392054965,19.75403020949591,10,20,6.139173
Active Tista Floodplain,2022-01-22,0.124029495,-4.3145665177068215,-12.48928637982935,0.5687,19.13000000000005,0.0,3.4439992904663086,9.5,0.9,0.19014831,0.44223362,16.450650151570642,17.115956878662132,40,33,1.3866117
Tista Meander Floodplain,2022-01-22,0.11406605,-7.50549626581766,-16.337148619192114,0.4729,19.350000000000023,0.0,0.0,8.4,0.8,0.19938414,0.41464892,16.29974799383257,16.954638054257373,40,30,2.9639122
Karatoya-Bangali Floodplain,2022-01-22,0.13239785,-9.368859868718552,-15.93483620589611,0.4128,21.890000000000043,7.792496204376221,7.30085277557373,10.1,0.6000000000000001,0.20187794,0.40418237,17.31633793058853,17.21593827747165,10,17,0.92740995
Active Brahmaputra-Jamuna Floodplain,2022-01-22,0.13882725,-9.014641852546731,-16.770062098255863,0.3791,19.890000000000043,0.0,4.088537693023682,9.0,1.1,0.28910303,0.53621906,17.32751027061829,17.503373173304965,40,18,2.044861
Young Brahmaputra and Jamuna Floodplains,2022-01-22,0.20450489,-6.637828355406894,-14.329947380121409,0.4883,20.950000000000045,4.004411697387695,4.459830284118652,8.9,2.0,0.22301228,0.50877196,17.719704746064735,17.62496683029906,10,24,1.0177696
Old Brahmaputra Floodplain,2022-01-22,0.19349241,-12.21263349185556,-20.20929958264711,0.3701,21.510000000000048,3.408812999725342,0.0,7.1000000000000005,0.6000000000000001,0.02843877,0.16886544,17.78915694100516,17.713822392054965,40,14,3.8419693
Active Ganges Floodplain,2022-01-22,0.22439909,-12.444927839093928,-21.954263096758048,0.0367,19.150000000000038,7.156826496124268,6.473819732666016,9.0,0.4,0.13785225,0.28405672,17.563059470767087,17.273869360060928,80,10,5.383606
High Ganges River Floodplain,2022-01-22,0.20379099,-7.113677320540187,-15.533474590584635,0.4576,20.33000000000004,9.944876670837402,6.477929592132568,9.1,0.7000000000000001,0.17883106,0.4401421,17.27349706377305,17.014592016310928,40,12,2.11251
Low Ganges River Floodplain,2022-01-22,0.27094057,-4.619282353501884,-14.870844350577045,0.5919,20.650000000000038,5.715413093566895,0.0,10.7,0.9,0.20809248,0.5222141,17.76688201540992,17.5964605058943,40,9,2.0225782
Ganges Tidal Floodplain,2022-01-22,0.31091532,-6.079059270627589,-14.940560987244965,0.4036,22.730000000000015,11.30222749710083,0.0,8.4,0.7000000000000001,-0.018859351,0.2180536,18.45162671407064,17.960857827322855,40,4,2.2087178
Gopalganj-Khulna Bils,2022-01-22,0.42468268,-7.849644445915226,-15.546804803944015,0.5922000000000001,21.55000000000001,10.454169750213625,0.0,15.0,1.7000000000000002,0.22358121,0.50798917,18.013417543683772,17.60250589279906,40,6,0.92740995
Arial Bil,2022-01-22,0.17754588,-9.104749404388324,-16.74366471847145,0.6139,21.090000000000032,4.998803615570068,0.0,15.7,2.0,0.3311534,0.6671631,18.24588592165992,18.11520120529906,40,6,2.2252872
Middle Meghna River Floodplain,2022-01-22,0.2319936,-9.207730262041688,-16.718752509068974,0.6371,22.350000000000023,0.0,4.212721347808838,11.0,1.2000000000000002,0.19272237,0.49577466,18.15362401689805,18.02169534592406,40,6,2.95851
Lower Meghna River Floodplain,2022-01-22,0.2437069,-7.659199979298052,-15.417617173163642,0.7916000000000001,21.05000000000001,10.795446872711182,0.0,12.6,8.3,0.32866043,0.6763839,18.79449315752305,18.512162235804965,10,10,2.110285
Old Meghna Estuarine Floodplain,2022-01-22,0.24720879,-6.930589955954154,-14.85212047631168,0.6663,21.750000000000057,5.29257345199585,0.0,12.4,1.3,0.22251868,0.524792,18.40946014040992,18.133151354108577,10,12,0.92740995
Eastern Surma-Kusiyara Floodplain,2022-01-22,0.22418873,-9.084426387556396,-16.446668759458674,0.4385,23.49000000000001,0.0,0.0,9.7,0.9,0.027730376,0.26989985,17.609504318237327,17.979598526727614,10,20,3.447917
Sylhet Basin,2022-01-22,0.21730702,-9.092612879993773,-17.97865390102251,0.6425000000000001,20.930000000000007,0.0,4.193875789642334,8.6,0.7000000000000001,0.25704888,0.57445556,18.11094591049925,18.343089040120446,90,8,1.8543341
Northern and Eastern Piedmont Plains,2022-01-22,0.21828794,-9.545970944141969,-17.939042771120366,0.5253,19.19000000000005,0.0,0.0,7.6,0.5,0.21732636,0.5083282,17.907762781779013,18.016219620477614,40,6,1.0212765
Chittagong Coastal Plain,2022-01-22,0.15089968,-7.740521960379392,-14.45355900929747,0.6734,22.33000000000004,2.6557137966156006,0.0,14.2,1.7000000000000002,0.15696822,0.4903937,19.943895594279013,19.67113265991213,10,9,2.003672
North-Eastern Barind Tract,2022-01-22,0.08944109,-4.903997381898022,-15.435462021513462,0.5166000000000001,20.49000000000001,0.0,0.0,9.6,0.9,0.13049209,0.35278654,16.413866297404013,17.0420171465193,40,28,0.92740995
Madhupur Tract,2022-01-22,0.2194585,-8.02601166502108,-15.381511832617027,0.6304000000000001,19.750000000000057,4.693709373474121,6.554001808166504,8.1,1.0,0.18483412,0.52963674,17.705707350231364,17.61700319562641,10,19,1.8543341
Northern and Eastern Hills,2022-01-22,0.26359457,-6.809588003943361,-13.69049800524059,0.7813,20.670000000000016,7.571191787719727,0.0,18.9,2.7,0.21382189,0.62143743,19.29583011808853,19.33854337419785,10,44,6.833596
Akhaura Terrace,2022-01-22,0.22250372,-8.12667188044392,-14.927379027145442,0.6096,21.610000000000014,6.33360767364502,5.022384166717529,14.8,1.8,0.1981352,0.5257256,17.97106495811829,17.916947392054965,10,20,6.139173
Active Tista Floodplain,2022-01-29,0.15845859,-8.55223786312929,-15.796646474689055,0.5622,19.750000000000057,0.0,0.0,10.6,1.05,0.19014831,0.44223362,15.695802942911826,16.450650151570642,40,33,1.3866117
Tista Meander Floodplain,2022-01-29,0.16722041,-9.040958921403035,-16.08914054687488,0.4769,20.57000000000005,10.046253204345703,0.0,8.9,0.8,0.19938414,0.41464892,15.896788806007066,16.29974799383257,40,30,2.9639122
Karatoya-Bangali Floodplain,2022-01-29,0.16355503,-7.619606479243628,-15.2862382328261,0.3021,22.07000000000005,0.0,7.792496204376221,9.65,0.6000000000000001,0.20187794,0.40418237,17.180050059727307,17.31633793058853,10,17,0.92740995
Lower Atrai Basin,2022-01-29,0.18349174,-12.332295685332893,-21.412025997738677,0.3744,21.610000000000014,0.0,7.083779335021973,10.25,0.3,0.45387113,0.6752137,16.999641763596344,17.0245666322254,40,13,1.3783625
Lower Purnabhaba Floodplain,2022-01-29,0.18061109,-12.464605532552351,-20.496977733461712,0.3303,20.230000000000015,15.752235412597656,0.0,10.35,0.35,0.3811723,0.63292736,16.45063925243562,16.262103834606364,40,21,2.117609
Active Brahmaputra-Jamuna Floodplain,2022-01-29,0.16226457,-9.151098470288398,-18.230369186334972,0.4182,20.840000000000032,0.0,0.0,8.5,0.8,0.28910303,0.53621906,16.933177384876103,17.32751027061829,40,18,2.044861
Young Brahmaputra and Jamuna Floodplains,2022-01-29,0.20891178,-5.582860212810527,-13.296607607804642,0.4922,21.53000000000003,6.380588054656982,4.004411697387695,8.5,1.35,0.22301228,0.50877196,17.214485513596344,17.719704746064735,10,24,1.0177696
Old Brahmaputra Floodplain,2022-01-29,0.20391017,-12.202441546773969,-20.38913868024082,0.3568,21.360000000000014,6.625332832336426,3.408812999725342,6.1000000000000005,0.5,0.02843877,0.16886544,17.18636283874514,17.78915694100516,40,14,3.8419693
Active Ganges Floodplain,2022-01-29,0.22206813,-19.223355785020967,-27.060023943484385,0.0512,19.420000000000016,0.0,7.156826496124268,8.15,0.35,0.13785225,0.28405672,17.489445986066585,17.563059470767087,80,10,5.383606
High Ganges River Floodplain,2022-01-29,0.21774226,-10.064916286306303,-18.064878987995897,0.3858,21.260000000000048,0.0,9.944876670837402,8.25,0.55,0.17883106,0.4401421,17.348623348417732,17.27349706377305,40,12,2.11251
Low Ganges River Floodplain,2022-01-29,0.2564222,-4.918288320675665,-12.495420171125089,0.652,21.890000000000043,7.076027870178223,5.715413093566895,11.35,1.1,0.20809248,0.5222141,17.699267414637973,17.76688201540992,40,9,2.0225782
Ganges Tidal Floodplain,2022-01-29,0.29769176,-7.15731715903364,-15.046100662790494,0.4045,23.350000000000023,5.711747169494629,11.30222749710083,7.85,0.65,-0.018859351,0.2180536,19.050341633387973,18.45162671407064,40,4,2.2087178
Gopalganj-Khulna Bils,2022-01-29,0.4337217,-8.473149196762096,-16.15395370661625,0.5595,21.82000000000005,7.918816566467285,10.454169750213625,13.15,1.4,0.22358121,0.50798917,18.029368791126103,18.013417543683772,40,6,0.92740995
Arial Bil,2022-01-29,0.18476257,-8.784052173827023,-16.12905079829502,0.7453000000000001,21.450000000000045,5.859525680541992,4.998803615570068,14.7,1.85,0.3311534,0.6671631,17.932909992762973,18.24588592165992,40,6,2.2252872
Middle Meghna River Floodplain,2022-01-29,0.22064906,-9.704555804842776,-17.064454186712165,0.6103000000000001,23.24000000000001,4.871217250823975,0.0,10.5,1.15,0.19272237,0.49577466,17.636872046334418,18.15362401689805,40,6,2.95851
Lower Meghna River Floodplain,2022-01-29,0.23056728,-6.14493205745976,-14.793400434890277,0.6644,21.54000000000002,4.0912766456604,10.795446872711182,11.6,8.35,0.32866043,0.6763839,18.352401715233214,18.79449315752305,10,10,2.110285
Old Meghna Estuarine Floodplain,2022-01-29,0.23638633,-8.111210510460573,-16.040497141923762,0.5528000000000001,22.170000000000016,0.0,5.29257345199585,10.85,1.05,0.22251868,0.524792,17.736144274757066,18.40946014040992,10,12,0.92740995
Eastern Surma-Kusiyara Floodplain,2022-01-29,0.2103461,-7.999328837671495,-14.712786090737078,0.4331,22.58000000000004,0.0,0.0,8.950000000000001,0.8,0.027730376,0.26989985,16.478947939191585,17.609504318237327,10,20,3.447917
Sylhet Basin,2022-01-29,0.2041434,-8.75939260238366,-16.848255280411255,0.6299,20.83000000000004,0.0,0.0,9.45,1.05,0.25704888,0.57445556,17.098727980114177,18.11094591049925,90,8,1.8543341
Northern and Eastern Piedmont Plains,2022-01-29,0.21640275,-8.817554371254209,-16.811920709958805,0.6228,19.99000000000001,0.0,0.0,7.95,0.75,0.21732636,0.5083282,16.881082425798695,17.907762781779013,40,6,1.0212765
Chittagong Coastal Plain,2022-01-29,0.13376606,-8.482603328639215,-14.38872064417276,0.6279,23.110000000000014,0.0,2.6557137966156006,13.55,1.6,0.15696822,0.4903937,18.961241931007063,19.943895594279013,10,9,2.003672
Level Barind Tract,2022-01-29,0.13525434,-8.282556662035123,-15.746270843427595,0.5056,21.470000000000027,0.0,4.67878532409668,11.35,1.2000000000000002,0.1891892,0.43577877,16.542831402733214,16.582241948445642,40,21,1.023255
High Barind Tract,2022-01-29,0.20349056,-7.14258468650936,-14.775289817945028,0.401,20.79000000000002,0.0,5.404941082000732,10.1,0.7000000000000001,0.32703215,0.5692996,16.701918084280862,16.609667078654013,40,27,4.800704
North-Eastern Barind Tract,2022-01-29,0.16501062,-9.368954086279835,-16.745433840384727,0.5103,20.890000000000043,0.0,0.0,10.1,1.0,0.13049209,0.35278654,16.13716268993562,16.413866297404013,40,28,0.92740995
Madhupur Tract,2022-01-29,0.21703382,-7.551549995007461,-15.7864342309164,0.6262,20.720000000000027,0.0,4.693709373474121,7.5,1.7000000000000002,0.18483412,0.52963674,17.230622046334418,17.705707350231364,10,19,1.8543341
Northern and Eastern Hills,2022-01-29,0.24745657,-7.56645525598512,-14.052344460316997,0.7227,21.30000000000001,0.0,7.571191787719727,18.25,2.45,0.21382189,0.62143743,18.5083261943999,19.29583011808853,10,44,6.833596
Akhaura Terrace,2022-01-29,0.23008771,-7.153580046731332,-13.39037597660891,0.624,21.870000000000005,0.0,6.33360767364502,13.85,1.65,0.1981352,0.5257256,17.56147909618562,17.97106495811829,10,20,6.139173
Active Tista Floodplain,2022-02-05,0.23401399,-6.252210330518845,-13.361891218552286,0.5622,21.430000000000007,0.0,0.0,10.55,1.15,0.21675007,0.49321267,15.869717443557022,15.695802942911826,40,33,1.3866117
Tista Meander Floodplain,2022-02-05,0.22897205,-8.21334654776291,-12.02150987931112,0.4769,22.180000000000007,3.1394331455230717,10.046253204345703,8.950000000000001,1.05,0.35244223,0.6543828,15.926439448765391,15.896788806007066,40,30,2.9639122
Karatoya-Bangali Floodplain,2022-02-05,0.19111717,-8.107260052024039,-13.007345858719438,0.3021,22.910000000000025,0.0,0.0,8.05,0.5,0.2953082,0.5444241,16.590129924955818,17.180050059727307,10,17,0.92740995
